timestamp,model,prompt_version,category,test_case,input_text,expected_output,actual_output,success,latency_ms,error
2026-01-30T14:26:10.927491,claude-opus-4-20250514,v2_simple,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,1821.1488723754883,
2026-01-30T14:26:13.124498,claude-opus-4-20250514,v2_simple,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,1681.5600395202637,
2026-01-30T14:26:15.720034,claude-opus-4-20250514,v2_simple,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30 am-1:00 pm,True,2080.054521560669,
2026-01-30T14:26:17.896511,claude-opus-4-20250514,v2_simple,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,1660.9563827514648,
2026-01-30T14:26:20.614191,claude-opus-4-20250514,v2_simple,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,2202.3096084594727,
2026-01-30T14:26:22.761247,claude-opus-4-20250514,v2_simple,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,1631.8442821502686,
2026-01-30T14:26:25.132788,claude-opus-4-20250514,v2_simple,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,1856.3096523284912,
2026-01-30T14:26:27.959341,claude-opus-4-20250514,v2_simple,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,2311.32435798645,
2026-01-30T14:26:30.243888,claude-opus-4-20250514,v2_simple,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,1769.3185806274414,
2026-01-30T14:26:32.325674,claude-opus-4-20250514,v2_simple,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,1566.5197372436523,
2026-01-30T14:26:34.550595,claude-opus-4-20250514,v2_simple,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,1709.7373008728027,
2026-01-30T14:26:36.949692,claude-opus-4-20250514,v2_simple,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday, Friday",True,1883.929967880249,
2026-01-30T14:26:39.209876,claude-opus-4-20250514,v2_simple,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,1744.950771331787,
2026-01-30T14:26:44.407738,claude-opus-4-20250514,v2_simple,edge,Empty input,,NO IDEA,"I notice you provided the grammar and rules but didn't include the actual dancer unavailability text to convert. Please provide the unavailability statement you'd like me to convert to the grammar format.

For example, if you give me something like ""I'm not available on Tuesdays after 7pm"" I would convert it to: Tuesday after 7:00 pm

Please provide the text to convert.",False,4682.592391967773,
2026-01-30T14:26:46.806693,claude-opus-4-20250514,v2_simple,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,1883.744478225708,
2026-01-30T14:26:48.855947,claude-opus-4-20250514,v2_simple,edge,Uncertain language,maybe tuesday?,Tuesday,NO IDEA,True,1534.9531173706055,
2026-01-30T14:26:51.228431,claude-opus-4-20250514,v2_simple,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","M after 5:00 pm, W before 10:00 am",False,1857.3291301727295,
2026-01-30T14:26:53.017253,claude-sonnet-4-20250514,v1_detailed,conforming,Simple day,Monday,Monday,Monday,True,1273.6012935638428,
2026-01-30T14:26:55.274416,claude-sonnet-4-20250514,v1_detailed,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,1741.6539192199707,
2026-01-30T14:26:57.245256,claude-sonnet-4-20250514,v1_detailed,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,1455.1684856414795,
2026-01-30T14:26:59.367996,claude-sonnet-4-20250514,v1_detailed,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30 am - 1:00 pm,False,1607.0818901062012,
2026-01-30T14:27:01.801363,claude-sonnet-4-20250514,v1_detailed,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,1917.837142944336,
2026-01-30T14:27:03.924120,claude-sonnet-4-20250514,v1_detailed,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,1607.2547435760498,
2026-01-30T14:27:06.209277,claude-sonnet-4-20250514,v1_detailed,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,1769.7293758392334,
2026-01-30T14:27:08.308886,claude-sonnet-4-20250514,v1_detailed,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,1584.3596458435059,
2026-01-30T14:27:10.489636,claude-sonnet-4-20250514,v1_detailed,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,1665.5068397521973,
2026-01-30T14:27:12.398085,claude-sonnet-4-20250514,v1_detailed,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,1393.2695388793945,
2026-01-30T14:27:14.549096,claude-sonnet-4-20250514,v1_detailed,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 2024 - Mar 20 2024,False,1635.7803344726562,
2026-01-30T14:27:16.917294,claude-sonnet-4-20250514,v1_detailed,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 26 after 2:00 pm,False,1853.0516624450684,
2026-01-30T14:27:18.924814,claude-sonnet-4-20250514,v1_detailed,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday, Friday",True,1492.3295974731445,
2026-01-30T14:27:21.302045,claude-sonnet-4-20250514,v1_detailed,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,1862.067461013794,
2026-01-30T14:27:24.390661,claude-sonnet-4-20250514,v1_detailed,edge,Empty input,,NO IDEA,"I notice that no input was provided in your request. The input line is empty:

Input: 
Output:

Since there's no natural language availability statement to parse, I cannot generate a grammar string.

NO IDEA",False,2573.4195709228516,
2026-01-30T14:27:26.453911,claude-sonnet-4-20250514,v1_detailed,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,1548.0735301971436,
2026-01-30T14:27:28.427734,claude-sonnet-4-20250514,v1_detailed,edge,Uncertain language,maybe tuesday?,Tuesday,NO IDEA,True,1458.6234092712402,
2026-01-30T14:27:30.844198,claude-sonnet-4-20250514,v1_detailed,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 pm",False,1901.2863636016846,
2026-01-30T14:27:32.777085,claude-sonnet-4-20250514,v2_simple,conforming,Simple day,Monday,Monday,Monday,True,1417.7217483520508,
2026-01-30T14:27:35.071448,claude-sonnet-4-20250514,v2_simple,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,1779.184341430664,
2026-01-30T14:27:37.185465,claude-sonnet-4-20250514,v2_simple,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,1598.769187927246,
2026-01-30T14:27:39.185371,claude-sonnet-4-20250514,v2_simple,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30 am-1:00 pm,True,1484.5447540283203,
2026-01-30T14:27:41.380462,claude-sonnet-4-20250514,v2_simple,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,1679.875135421753,
2026-01-30T14:27:43.367702,claude-sonnet-4-20250514,v2_simple,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,1472.0277786254883,
2026-01-30T14:27:45.609766,claude-sonnet-4-20250514,v2_simple,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,1726.5949249267578,
2026-01-30T14:27:47.651310,claude-sonnet-4-20250514,v2_simple,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,1525.9730815887451,
2026-01-30T14:27:51.628148,claude-sonnet-4-20250514,v2_simple,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,3461.374282836914,
2026-01-30T14:27:53.829942,claude-sonnet-4-20250514,v2_simple,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,1686.3658428192139,
2026-01-30T14:27:56.220263,claude-sonnet-4-20250514,v2_simple,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,1875.077486038208,
2026-01-30T14:27:58.877258,claude-sonnet-4-20250514,v2_simple,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,2141.7229175567627,
2026-01-30T14:28:00.950046,claude-sonnet-4-20250514,v2_simple,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday, Friday",True,1557.6093196868896,
2026-01-30T14:28:03.513715,claude-sonnet-4-20250514,v2_simple,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,2048.298120498657,
2026-01-30T14:28:05.668454,claude-sonnet-4-20250514,v2_simple,edge,Empty input,,NO IDEA,I don't see any input to convert. Please provide the dancer unavailability text you'd like me to convert to the grammar format.,False,1639.4767761230469,
2026-01-30T14:28:07.595533,claude-sonnet-4-20250514,v2_simple,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,1411.893367767334,
2026-01-30T14:28:09.721914,claude-sonnet-4-20250514,v2_simple,edge,Uncertain language,maybe tuesday?,Tuesday,NO IDEA,True,1611.0923290252686,
2026-01-30T14:28:12.479606,claude-sonnet-4-20250514,v2_simple,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 am",True,2242.459535598755,
2026-01-30T14:28:14.237772,claude-sonnet-4-5-20250929,v1_detailed,conforming,Simple day,Monday,Monday,Monday,True,1242.9327964782715,
2026-01-30T14:28:16.052989,claude-sonnet-4-5-20250929,v1_detailed,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,1300.0054359436035,
2026-01-30T14:28:18.108451,claude-sonnet-4-5-20250929,v1_detailed,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,1540.2932167053223,
2026-01-30T14:28:20.759409,claude-sonnet-4-5-20250929,v1_detailed,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30am-1:00pm,False,2135.7662677764893,
2026-01-30T14:28:22.821544,claude-sonnet-4-5-20250929,v1_detailed,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,1546.9720363616943,
2026-01-30T14:28:25.002386,claude-sonnet-4-5-20250929,v1_detailed,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,1665.6782627105713,
2026-01-30T14:28:26.716264,claude-sonnet-4-5-20250929,v1_detailed,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,1198.6863613128662,
2026-01-30T14:28:29.058456,claude-sonnet-4-5-20250929,v1_detailed,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,1826.988935470581,
2026-01-30T14:28:31.120622,claude-sonnet-4-5-20250929,v1_detailed,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,1546.9944477081299,
2026-01-30T14:28:33.189129,claude-sonnet-4-5-20250929,v1_detailed,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,1553.3595085144043,
2026-01-30T14:28:35.558261,claude-sonnet-4-5-20250929,v1_detailed,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 2025-Mar 20 2025,False,1853.9519309997559,
2026-01-30T14:28:37.947215,claude-sonnet-4-5-20250929,v1_detailed,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 2025 after 2:00 pm,False,1873.436689376831,
2026-01-30T14:28:40.299878,claude-sonnet-4-5-20250929,v1_detailed,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday, Friday",True,1837.2554779052734,
2026-01-30T14:28:42.448530,claude-sonnet-4-5-20250929,v1_detailed,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,1638.5769844055176,
2026-01-30T14:28:46.207652,claude-sonnet-4-5-20250929,v1_detailed,edge,Empty input,,NO IDEA,"I'm ready to parse availability input. However, I notice you haven't provided an input string after ""Input:"" in your message.

Please provide the natural language availability text you'd like me to convert to the grammar format, and I'll output the strict parsed result.",False,3249.368190765381,
2026-01-30T14:28:47.944108,claude-sonnet-4-5-20250929,v1_detailed,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,1221.1992740631104,
2026-01-30T14:28:50.367288,claude-sonnet-4-5-20250929,v1_detailed,edge,Uncertain language,maybe tuesday?,Tuesday,Tuesday,True,1907.9780578613281,
2026-01-30T14:28:52.130252,claude-sonnet-4-5-20250929,v1_detailed,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 am",True,1247.7831840515137,
2026-01-30T14:28:53.890640,claude-sonnet-4-5-20250929,v2_simple,conforming,Simple day,Monday,Monday,Monday,True,1245.1367378234863,
2026-01-30T14:28:56.484934,claude-sonnet-4-5-20250929,v2_simple,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,2079.1096687316895,
2026-01-30T14:28:59.599223,claude-sonnet-4-5-20250929,v2_simple,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,2598.973512649536,
2026-01-30T14:29:02.162746,claude-sonnet-4-5-20250929,v2_simple,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30 am-1:00 pm,True,2048.2945442199707,
2026-01-30T14:29:04.139841,claude-sonnet-4-5-20250929,v2_simple,conforming,Date,Jan 15 2026,Jan 15 2026,Jan 15 2026,True,1461.8768692016602,
2026-01-30T14:29:06.204088,claude-sonnet-4-5-20250929,v2_simple,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,1549.0009784698486,
2026-01-30T14:29:08.342874,claude-sonnet-4-5-20250929,v2_simple,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,1623.5947608947754,
2026-01-30T14:29:10.436235,claude-sonnet-4-5-20250929,v2_simple,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,1578.1395435333252,
2026-01-30T14:29:12.534333,claude-sonnet-4-5-20250929,v2_simple,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,1582.9079151153564,
2026-01-30T14:29:14.171300,claude-sonnet-4-5-20250929,v2_simple,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,1121.7889785766602,
2026-01-30T14:29:16.235126,claude-sonnet-4-5-20250929,v2_simple,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,1548.6655235290527,
2026-01-30T14:29:17.951431,claude-sonnet-4-5-20250929,v2_simple,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,Feb 2 2026 after 2:00 pm,True,1201.0729312896729,
2026-01-30T14:29:20.227854,claude-sonnet-4-5-20250929,v2_simple,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday, Friday",True,1761.2340450286865,
2026-01-30T14:29:22.961280,claude-sonnet-4-5-20250929,v2_simple,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,2218.240976333618,
2026-01-30T14:29:25.747107,claude-sonnet-4-5-20250929,v2_simple,edge,Empty input,,NO IDEA,"I'm ready to convert dancer unavailability to the grammar format. However, I don't see any input text to convert in your message. 

Could you please provide the dancer unavailability text you'd like me to convert?",False,2270.6310749053955,
2026-01-30T14:29:28.270219,claude-sonnet-4-5-20250929,v2_simple,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,2007.955551147461,
2026-01-30T14:29:30.335007,claude-sonnet-4-5-20250929,v2_simple,edge,Uncertain language,maybe tuesday?,Tuesday,NO IDEA,True,1549.3056774139404,
2026-01-30T14:29:32.296189,claude-sonnet-4-5-20250929,v2_simple,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 am",True,1451.2126445770264,
2026-01-30T14:29:34.463340,claude-haiku-4-5-20251001,v1_detailed,conforming,Simple day,Monday,Monday,Monday,True,1657.3197841644287,
2026-01-30T14:29:37.229997,claude-haiku-4-5-20251001,v1_detailed,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,2251.4426708221436,
2026-01-30T14:29:40.113534,claude-haiku-4-5-20251001,v1_detailed,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,2369.1725730895996,
2026-01-30T14:29:41.634682,claude-haiku-4-5-20251001,v1_detailed,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30 am - 1:00 pm,False,1005.9962272644043,
2026-01-30T14:29:43.024924,claude-haiku-4-5-20251001,v1_detailed,conforming,Date,Jan 15 2026,Jan 15 2026,January 15 2026,False,875.0565052032471,
2026-01-30T14:29:44.529029,claude-haiku-4-5-20251001,v1_detailed,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,3/15/2026 - 3/20/2026,False,988.9168739318848,
2026-01-30T14:29:47.644099,claude-haiku-4-5-20251001,v1_detailed,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,2/2/2026 after 2:00 pm,False,2599.8992919921875,
2026-01-30T14:29:48.836506,claude-haiku-4-5-20251001,v1_detailed,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,677.1857738494873,
2026-01-30T14:29:50.045085,claude-haiku-4-5-20251001,v1_detailed,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,693.3751106262207,
2026-01-30T14:29:52.581909,claude-haiku-4-5-20251001,v1_detailed,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,2021.6593742370605,
2026-01-30T14:29:54.107920,claude-haiku-4-5-20251001,v1_detailed,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,3/15/2025-3/20/2025,False,1010.7624530792236,
2026-01-30T14:29:55.861577,claude-haiku-4-5-20251001,v1_detailed,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,February 2 after 2:00 pm,False,1238.415241241455,
2026-01-30T14:29:57.498258,claude-haiku-4-5-20251001,v1_detailed,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday after 5:00 pm, Friday after 5:00 pm",False,1121.5050220489502,
2026-01-30T14:29:58.692352,claude-haiku-4-5-20251001,v1_detailed,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,678.8535118103027,
2026-01-30T14:30:00.662456,claude-haiku-4-5-20251001,v1_detailed,edge,Empty input,,NO IDEA,"I'm ready to parse natural language availability into LARK grammar format. However, I notice you haven't provided an input to parse in your final ""Input:"" field.

Please provide the natural language availability statement you'd like me to convert, and I will output only the corresponding grammar string.",False,1454.9360275268555,
2026-01-30T14:30:02.687199,claude-haiku-4-5-20251001,v1_detailed,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,1509.9194049835205,
2026-01-30T14:30:05.110412,claude-haiku-4-5-20251001,v1_detailed,edge,Uncertain language,maybe tuesday?,Tuesday,NO IDEA,True,1907.9699516296387,
2026-01-30T14:30:07.914096,claude-haiku-4-5-20251001,v1_detailed,edge,Multiple complex,"M after 5, W before 10","Monday after 5:00 pm, Wednesday before 10:00 am","Monday after 5:00 pm, Wednesday before 10:00 am",True,2288.471221923828,
2026-01-30T14:30:09.541811,claude-haiku-4-5-20251001,v2_simple,conforming,Simple day,Monday,Monday,Monday,True,1112.5335693359375,
2026-01-30T14:30:14.270610,claude-haiku-4-5-20251001,v2_simple,conforming,Day with time,M after 5pm,Monday after 5:00 pm,Monday after 5:00 pm,True,4213.583707809448,
2026-01-30T14:30:15.706892,claude-haiku-4-5-20251001,v2_simple,conforming,Before time,W before 10am,Wednesday before 10:00 am,Wednesday before 10:00 am,True,921.086311340332,
2026-01-30T14:30:17.068934,claude-haiku-4-5-20251001,v2_simple,conforming,Time range,F 11:30am-1pm,Friday 11:30 am-1:00 pm,Friday 11:30 am-1:00 pm,True,846.3609218597412,
2026-01-30T14:30:18.249823,claude-haiku-4-5-20251001,v2_simple,conforming,Date,Jan 15 2026,Jan 15 2026,1/15/2026,False,665.6465530395508,
2026-01-30T14:30:19.551885,claude-haiku-4-5-20251001,v2_simple,conforming,Date range,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,Mar 15 2026-Mar 20 2026,True,786.7887020111084,
2026-01-30T14:30:22.402231,claude-haiku-4-5-20251001,v2_simple,conforming,Date with time,Feb 2 2026 after 2pm,Feb 2 2026 after 2:00 pm,February 2 2026 after 2:00 pm,False,2335.1263999938965,
2026-01-30T14:30:23.647057,claude-haiku-4-5-20251001,v2_simple,natural,Casual unavailability,I can't make it Mondays,Monday,Monday,True,729.611873626709,
2026-01-30T14:30:24.907380,claude-haiku-4-5-20251001,v2_simple,natural,Missing PM,unavailable tuesdays after 5,Tuesday after 5:00 pm,Tuesday after 5:00 pm,True,745.1019287109375,
2026-01-30T14:30:26.490224,claude-haiku-4-5-20251001,v2_simple,natural,Casual + ambiguous time,Can't do Wed before 6,Wednesday before 6:00 pm,Wednesday before 6:00 pm,True,1067.6825046539307,
2026-01-30T14:30:28.900267,claude-haiku-4-5-20251001,v2_simple,natural,Casual date range,out of town march 15-20,Mar 15 2026-Mar 20 2026,3/15/2026-3/20/2026,False,1894.8471546173096,
2026-01-30T14:30:32.023588,claude-haiku-4-5-20251001,v2_simple,natural,Context with date/time,I have a doctor appointment Feb 2 after 2,Feb 2 2026 after 2:00 pm,February 2 2026 after 2:00 pm,False,2608.086347579956,
2026-01-30T14:30:34.019100,claude-haiku-4-5-20251001,v2_simple,natural,Multiple days,mondays and fridays I work late,"Monday, Friday","Monday after 5:00 pm, Friday after 5:00 pm",False,1480.36527633667,
2026-01-30T14:30:35.389645,claude-haiku-4-5-20251001,v2_simple,natural,Abbreviated multiple,"m, f before 5","Monday, Friday before 5:00 pm","Monday, Friday before 5:00 pm",True,855.3440570831299,
2026-01-30T14:30:37.528099,claude-haiku-4-5-20251001,v2_simple,edge,Empty input,,NO IDEA,"I don't see a dancer unavailability statement to convert in your message. Please provide the unavailability text you'd like me to convert to the grammar format, and I'll output only the converted string.",False,1623.2459545135498,
2026-01-30T14:30:38.761088,claude-haiku-4-5-20251001,v2_simple,edge,Gibberish,asdfghjkl,NO IDEA,NO IDEA,True,717.7472114562988,
2026-01-30T14:30:40.046005,claude-haiku-4-5-20251001,v2_simple,edge,Uncertain language,maybe tuesday?,Tuesday,NO IDEA,True,769.7696685791016,
